original_user_id,block,condition
1094678157209358336,0_0_0,0
1094797767338328064,0_0_0,0
1094969120,0_0_0,0
1095112143244914560,0_0_0,0
1095424073818099584,0_0_0,0
1095648508638621568,0_0_0,0
1095725654,0_0_0,0
1095883457593573248,0_0_0,0
1095944804578537344,0_0_0,0
1096576757346566016,0_0_0,0
10968902,0_0_0,0
1096958977709989760,0_0_0,0
1097055582,0_0_0,0
1097178524,0_0_0,0
1097330468687626240,0_0_0,0
1097519843329359744,0_0_0,0
1097872348190048256,0_0_0,0
1098104516220764032,0_0_0,0
1098341001075269632,0_0_0,0
1098359361552949248,0_0_0,0
1098583401429417984,0_0_0,0
1098692764752101248,0_0_0,0
1098704945711181824,0_0_0,0
1098835104305016832,0_0_0,0
1098963368399000064,0_0_0,0
109913804,0_0_0,0
1099363906533970048,0_0_0,0
1099552493447589760,0_0_0,0
1099763124,0_0_0,0
110003095,0_0_0,0
1100102720009064448,0_0_0,0
110028286,0_0_0,0
1100470811373256832,0_0_0,0
110052525,0_0_0,0
1100919533437706240,0_0_0,0
1101308818661797760,0_0_0,0
1101317210025459584,0_0_0,0
1101537879392731136,0_0_0,0
1101587074036174848,0_0_0,0
1101829125025742848,0_0_0,0
110194782,0_0_0,0
1102069372502327168,0_0_0,0
1102210653501210624,0_0_0,0
1102363711841415168,0_0_0,0
1102637295876952064,0_0_0,0
1102715506388291584,0_0_0,0
1102940331883020160,0_0_0,0
1103105258924969984,0_0_0,0
1103385955661201408,0_0_0,0
1103502302890156032,0_0_0,0
1103688913,0_0_0,0
1103883983501221760,0_0_0,0
1104144990211587968,0_0_0,0
1104206136952135552,0_0_0,0
1104668994781487232,0_0_0,0
1104802657682837632,0_0_0,0
1105064730606166016,0_0_0,0
1105158208103088000,0_0_0,0
1105312064619319168,0_0_0,0
1105481434163282048,0_0_0,0
1105553718756417536,0_0_0,0
1105644850496573440,0_0_0,0
110568762,0_0_0,0
1105960823804120960,0_0_0,0
1106055181572194432,0_0_0,0
1106271245580943232,0_0_0,0
1106480629,0_0_0,0
1106699131421118464,0_0_0,0
1106912344725250048,0_0_0,0
1106988057343856640,0_0_0,0
1107362728031723648,0_0_0,0
1107457434086461440,0_0_0,0
1107490284127117184,0_0_0,0
1107787104170508160,0_0_0,0
1107819328693514240,0_0_0,0
1108005415936290816,0_0_0,0
1108116069716242432,0_0_0,0
1108195545875570560,0_0_0,0
1108363081766391808,0_0_0,0
1108507969778524032,0_0_0,0
1108563844006403968,0_0_0,0
1108749358592339968,0_0_0,0
1108862573842235136,0_0_0,0
1109146201985814400,0_0_0,0
1109245813740449536,0_0_0,0
1109445494390980608,0_0_0,0
110992891,0_0_0,0
1110304782986559360,0_0_0,0
1110640848,0_0_0,0
1110816018,0_0_0,0
1110954908906409984,0_0_0,0
1111044331954163584,0_0_0,0
1111303658820562816,0_0_0,0
111177837,0_0_0,0
1111884908656582656,0_0_0,0
1112183235226812416,0_0_0,0
1112523892906585984,0_0_0,0
1112713653265092608,0_0_0,0
1112859901976436736,0_0_0,0
1113069683505270784,0_0_0,0
111315936,0_0_0,0
1113387800,0_0_0,0
1113550598278983552,0_0_0,0
111388500,0_0_0,0
1113923737093537536,0_0_0,0
1114103081359298432,0_0_0,0
1114305552379719552,0_0_0,0
111441015,0_0_0,0
1114584545330892800,0_0_0,0
1114763713,0_0_0,0
111497145,0_0_0,0
1115215848,0_0_0,0
1115345083073622016,0_0_0,0
1115608857147871232,0_0_0,0
1115664571,0_0_0,0
1115830759,0_0_0,0
1116108174623498240,0_0_0,0
1116509720523702144,0_0_0,0
1116718384694145024,0_0_0,0
1116828335261343616,0_0_0,0
111710683,0_0_0,0
1117259509469261824,0_0_0,0
111743276,0_0_0,0
1117656046003207936,0_0_0,0
111786945,0_0_0,0
1118197141799702400,0_0_0,0
1118441776967294848,0_0_0,0
1119013732766633984,0_0_0,0
111935816,0_0_0,0
111986069,0_0_0,0
1120060179171692416,0_0_0,0
1120152532842455040,0_0_0,0
1120355855508152448,0_0_0,0
1120437524806107136,0_0_0,0
1120670870807154560,0_0_0,0
1120848111373623168,0_0_0,0
1120918770,0_0_0,0
112097975,0_0_0,0
1121167308028882816,0_0_0,0
1121204251,0_0_0,0
1121465304163528832,0_0_0,0
1121704328824283136,0_0_0,0
1122147609093656448,0_0_0,0
112222789,0_0_0,0
1122267561914138624,0_0_0,0
112240963,0_0_0,0
1122642107473305600,0_0_0,0
1122809242564611968,0_0_0,0
1122932353582735232,0_0_0,0
1123120775198732160,0_0_0,0
1123237821362442240,0_0_0,0
112335525,0_0_0,0
1123454940452741248,0_0_0,0
112360665,0_0_0,0
1123820683614723968,0_0_0,0
1124407036190396416,0_0_0,0
1124705297614794752,0_0_0,0
112487884,0_0_0,0
112513497,0_0_0,0
1125367769598431232,0_0_0,0
1125538007912677248,0_0_0,0
1125685280,0_0_0,0
1125763212111118336,0_0_0,0
1125854537233895424,0_0_0,0
1125917586,0_0_0,0
1126139938989154432,0_0_0,0
112633886,0_0_0,0
1126567475892695040,0_0_0,0
1126848901,0_0_0,0
1127060241995014016,0_0_0,0
1127447290212438016,0_0_0,0
1127629031061565440,0_0_0,0
1127775503027359616,0_0_0,0
1127990308845698944,0_0_0,0
1128112759529406464,0_0_0,0
1128443576499748864,0_0_0,0
1128620808639844352,0_0_0,0
1128713014562234368,0_0_0,0
1128807376688173056,0_0_0,0
112936633,0_0_0,0
1129556934,0_0_0,0
112961565,0_0_0,0
1129887757264834432,0_0_0,0
113027833,0_0_0,0
1130617749263212416,0_0_0,0
1130832753229016960,0_0_0,0
1130961853939572736,0_0_0,0
1131170831663533952,0_0_0,0
11312992,0_0_0,0
1131399797221548032,0_0_0,0
1131671748578029568,0_0_0,0
1131967750874816384,0_0_0,0
113210881,0_0_0,0
1132217329440284544,0_0_0,0
113261434,0_0_0,0
1132731517564854144,0_0_0,0
1132766699155992448,0_0_0,0
113278376,0_0_0,0
1133170196460527616,0_0_0,0
1133459220697964416,0_0_0,0
113390215,0_0_0,0
1134152518064320384,0_0_0,0
1134292034,0_0_0,0
1134596158398128000,0_0_0,0
1134666976435904384,0_0_0,0
113484632,0_0_0,0
113491886,0_0_0,0
113505975,0_0_0,0
1135308462869700608,0_0_0,0
1135480621,0_0_0,0
1135756460,0_0_0,0
113604140,0_0_0,0
1136123465189285760,0_0_0,0
1136373342007697408,0_0_0,0
1136472958833168384,0_0_0,0
1136655550316503040,0_0_0,0
1136780322014732160,0_0_0,0
1136825957812227968,0_0_0,0
1137059450014130048,0_0_0,0
1137353733191417856,0_0_0,0
1137452083815374848,0_0_0,0
1137755173,0_0_0,0
1138070662751379456,0_0_0,0
1138219918631903232,0_0_0,0
1138240247689613184,0_0_0,0
1138405248941338624,0_0_0,0
1138562112895065984,0_0_0,0
1138712490983010432,0_0_0,0
1138827993860759552,0_0_0,0
1138966847464779648,0_0_0,0
1139186565253619584,0_0_0,0
1139273339212632064,0_0_0,0
1139552096158650368,0_0_0,0
1139753711658578048,0_0_0,0
1139869166767398784,0_0_0,0
1140084193520697216,0_0_0,0
114028159,0_0_0,0
1140327900123730048,0_0_0,0
1140548378,0_0_0,0
1140687712049159936,0_0_0,0
114083332,0_0_0,0
1140985900555522048,0_0_0,0
1141190329208627200,0_0_0,0
1141527730418306944,0_0_0,0
1141598541657174016,0_0_0,0
1141797992636321536,0_0_0,0
11418322,0_0_0,0
1141932669812350848,0_0_0,0
1142183413887262848,0_0_0,0
114237854,0_0_0,0
1142553799262920832,0_0_0,0
1142673864008359936,0_0_0,0
1142841321352257536,0_0_0,0
1142877206907162624,0_0_0,0
1143162914922254336,0_0_0,0
1143283761527890048,0_0_0,0
1143377526728920960,0_0_0,0
114352237,0_0_0,0
1143675420954566656,0_0_0,0
1143906666,0_0_0,0
1143962058519543808,0_0_0,0
1144062872110210944,0_0_0,0
1144227529,0_0_0,0
1144358453273452416,0_0_0,0
1144560120191430656,0_0_0,0
11446702,0_0_0,0
1144967723560161152,0_0_0,0
1145074974815903616,0_0_0,0
1145184797192593408,0_0_0,0
114545214,0_0_0,0
1145505090343772032,0_0_0,0
1145687014685233152,0_0_0,0
1145841004945260416,0_0_0,0
114609570,0_0_0,0
1146148859355250560,0_0_0,0
1146209460932808832,0_0_0,0
114636001,0_0_0,0
114647623,0_0_0,0
1146529675927310336,0_0_0,0
1146582452707766144,0_0_0,0
1146674481374605184,0_0_0,0
11468242,0_0_0,0
1146959955230121984,0_0_0,0
1147134103285842048,0_0_0,0
1147267605264248832,0_0_0,0
114748605,0_0_0,0
1147913056862855168,0_0_0,0
1148207934377275136,0_0_0,0
1148338874084745216,0_0_0,0
1148416609821831168,0_0_0,0
1148653130,0_0_0,0
1148977203415154560,0_0_0,0
1149080556090450048,0_0_0,0
1149109518489575424,0_0_0,0
114912553,0_0_0,0
114923204,0_0_0,0
1149355281123553152,0_0_0,0
1149679206,0_0_0,0
1149735115473375232,0_0_0,0
1149869898170019840,0_0_0,0
1150498799334371200,0_0_0,0
1150660406844776448,0_0_0,0
1150874806054719360,0_0_0,0
1150890761820487552,0_0_0,0
1150923317081247616,0_0_0,0
1151172280891904000,0_0_0,0
1151572909288304640,0_0_0,0
1151667069030719360,0_0_0,0
1151692630780239744,0_0_0,0
115189859,0_0_0,0
1151963845990047616,0_0_0,0
115205712,0_0_0,0
1152278308798644224,0_0_0,0
1152328064426237952,0_0_0,0
1152698990,0_0_0,0
115277599,0_0_0,0
1152920246,0_0_0,0
1153084977732390912,0_0_0,0
1153142223115964416,0_0_0,0
1153425398107123712,0_0_0,0
115416161,0_0_0,0
1154337746,0_0_0,0
1154399437,0_0_0,0
115466899,0_0_0,0
1154988644,0_0_0,0
1155153192348463104,0_0_0,0
1155221510,0_0_0,0
115539772,0_0_0,0
115555151,0_0_0,0
1155714022307708928,0_0_0,0
1155898604,0_0_0,0
1155919746283577088,0_0_0,0
1156020452441120768,0_0_0,0
1156301459585208320,0_0_0,0
1156366671319166720,0_0_0,0
1156698003744464896,0_0_0,0
1156920321322233856,0_0_0,0
1157055799878987520,0_0_0,0
1157297640914206720,0_0_0,0
1157448711653474304,0_0_0,0
115756411,0_0_0,0
1157745947524370432,0_0_0,0
1157948358612229888,0_0_0,0
1158050678092308480,0_0_0,0
1158120982663565312,0_0_0,0
1158397557984440320,0_0_0,0
1158448019798409216,0_0_0,0
1158567344177917952,0_0_0,0
115871738,0_0_0,0
1158812701038194688,0_0_0,0
1158864202326519808,0_0_0,0
1159041769,0_0_0,0
1159144953068576768,0_0_0,0
1159296036747259904,0_0_0,0
1159559157592338432,0_0_0,0
1159820562589523968,0_0_0,0
1159885364552720384,0_0_0,0
1160264656025468928,0_0_0,0
1160649261119352832,0_0_0,0
116087166,0_0_0,0
1161064907061767936,0_0_0,0
1161111023111299072,0_0_0,0
1161444215295021056,0_0_0,0
1161629515438862336,0_0_0,0
1161674784,0_0_0,0
1161821574,0_0_0,0
1161844243809415168,0_0_0,0
1161905722390667264,0_0_0,0
116214908,0_0_0,0
116244797,0_0_0,0
1162861950235303936,0_0_0,0
1163217887106142208,0_0_0,0
1163457725570965504,0_0_0,0
1163564657967325184,0_0_0,0
1163632268780474368,0_0_0,0
1164207943,0_0_0,0
1164235659516792832,0_0_0,0
1164350109594849280,0_0_0,0
1164777205,0_0_0,0
116491192,0_0_0,0
1165020520712065024,0_0_0,0
1165110205878886400,0_0_0,0
1165222298175070208,0_0_0,0
116571357,0_0_0,0
116584467,0_0_0,0
116597113,0_0_0,0
1166052967491018752,0_0_0,0
116608892,0_0_0,0
1166183281492144128,0_0_0,0
1166420548781522688,0_0_0,0
1166517394908598272,0_0_0,0
1166582840,0_0_0,0
116670961,0_0_0,0
1166974561,0_0_0,0
1167133579282984704,0_0_0,0
1167209101581045504,0_0_0,0
1167376906917990400,0_0_0,0
116799064,0_0_0,0
116839027,0_0_0,0
116870139,0_0_0,0
1169087639934373888,0_0_0,0
1169457824876728320,0_0_0,0
1169686383348342784,0_0_0,0
1169724201814638336,0_0_0,0
1169827725445496832,0_0_0,0
1169971131530567680,0_0_0,0
1170038858748026880,0_0_0,0
1170185749356056320,0_0_0,0
1170326326370287616,0_0_0,0
1170391835082219520,0_0_0,0
1170499247629885440,0_0_0,0
1170750144582750208,0_0_0,0
1170808663,0_0_0,0
1170849490791620608,0_0_0,0
117096248,0_0_0,0
1171269567705837568,0_0_0,0
1171494903261458432,0_0_0,0
117187755,0_0_0,0
117189998,0_0_0,0
1172158296985407488,0_0_0,0
117226712,0_0_0,0
1172309547060322304,0_0_0,0
1172424120,0_0_0,0
